kernel,rep,pipeline,pass,run_s
arrayexpr,3,nopython,18_strip_phis,9.4e-05
arrayexpr,3,nopython,19_inline_overloads,5.8e-05
arrayexpr,3,nopython,20_nopython_rewrites,0.000328
arrayexpr,3,nopython,21_nopython_supported_feature_validation,1.3e-05
arrayexpr,3,nopython,22_ir_legalization,7.9e-05
arrayexpr,3,nopython,23_annotate_types,1.6e-05
arrayexpr,3,nopython,24_native_lowering,0.125634
arrayexpr,3,nopython,25_nopython_backend,1.2e-05
arrayexpr,3,nopython,26_dump_parfor_diagnostics,1e-06
arrayexpr,4,nopython,0_translate_bytecode,0.000401
arrayexpr,4,nopython,1_fixup_args,1e-06
arrayexpr,4,nopython,2_ir_processing,8.4e-05
arrayexpr,4,nopython,3_with_lifting,2e-05
arrayexpr,4,nopython,4_inline_closure_likes,0.000203
arrayexpr,4,nopython,5_rewrite_semantic_constants,9e-06
arrayexpr,4,nopython,6_dead_branch_prune,2.1e-05
arrayexpr,4,nopython,7_generic_rewrites,8.6e-05
arrayexpr,4,nopython,8_Rewrite dynamic raises,2e-06
arrayexpr,4,nopython,9_make_function_op_code_to_jit_function,4e-06
arrayexpr,4,nopython,10_inline_inlinables,9e-06
arrayexpr,4,nopython,11_dead_branch_prune,1.9e-05
arrayexpr,4,nopython,12_find_literally,4e-06
arrayexpr,4,nopython,13_literal_unroll,4e-06
arrayexpr,4,nopython,14_reconstruct_ssa,0.000137
arrayexpr,4,nopython,15_dead_branch_prune,1.6e-05
arrayexpr,4,nopython,16_LiteralPropagation,3e-06
arrayexpr,4,nopython,17_nopython_type_inference,0.00138
arrayexpr,4,nopython,18_strip_phis,9.6e-05
arrayexpr,4,nopython,19_inline_overloads,5.9e-05
arrayexpr,4,nopython,20_nopython_rewrites,0.000321
arrayexpr,4,nopython,21_nopython_supported_feature_validation,1.3e-05
arrayexpr,4,nopython,22_ir_legalization,7.4e-05
arrayexpr,4,nopython,23_annotate_types,1.6e-05
arrayexpr,4,nopython,24_native_lowering,0.125736
arrayexpr,4,nopython,25_nopython_backend,1.3e-05
arrayexpr,4,nopython,26_dump_parfor_diagnostics,1e-06
poly16,0,nopython,0_translate_bytecode,0.000893
poly16,0,nopython,1_fixup_args,1e-06
poly16,0,nopython,2_ir_processing,0.000248
poly16,0,nopython,3_with_lifting,3.8e-05
poly16,0,nopython,4_inline_closure_likes,0.00072
poly16,0,nopython,5_rewrite_semantic_constants,1.5e-05
poly16,0,nopython,6_dead_branch_prune,3.5e-05
poly16,0,nopython,7_generic_rewrites,0.000337
poly16,0,nopython,8_Rewrite dynamic raises,4e-06
poly16,0,nopython,9_make_function_op_code_to_jit_function,6e-06
poly16,0,nopython,10_inline_inlinables,1.8e-05
poly16,0,nopython,11_dead_branch_prune,3.2e-05
poly16,0,nopython,12_find_literally,9e-06
poly16,0,nopython,13_literal_unroll,6e-06
poly16,0,nopython,14_reconstruct_ssa,0.000524
poly16,0,nopython,15_dead_branch_prune,3.3e-05
poly16,0,nopython,16_LiteralPropagation,7e-06
poly16,0,nopython,17_nopython_type_inference,0.001929
poly16,0,nopython,18_strip_phis,0.000291
poly16,0,nopython,19_inline_overloads,8.4e-05
poly16,0,nopython,20_nopython_rewrites,0.000738
poly16,0,nopython,21_nopython_supported_feature_validation,2.6e-05
poly16,0,nopython,22_ir_legalization,0.000298
poly16,0,nopython,23_annotate_types,2.1e-05
poly16,0,nopython,24_native_lowering,0.030101
poly16,0,nopython,25_nopython_backend,1.3e-05
poly16,0,nopython,26_dump_parfor_diagnostics,1e-06
poly16,1,nopython,0_translate_bytecode,0.000922
poly16,1,nopython,1_fixup_args,1e-06
poly16,1,nopython,2_ir_processing,0.000243
poly16,1,nopython,3_with_lifting,3.7e-05
poly16,1,nopython,4_inline_closure_likes,0.000635
poly16,1,nopython,5_rewrite_semantic_constants,1.5e-05
poly16,1,nopython,6_dead_branch_prune,3.3e-05
poly16,1,nopython,7_generic_rewrites,0.000323
poly16,1,nopython,8_Rewrite dynamic raises,5e-06
poly16,1,nopython,9_make_function_op_code_to_jit_function,6e-06
poly16,1,nopython,10_inline_inlinables,1.9e-05
poly16,1,nopython,11_dead_branch_prune,2.9e-05
poly16,1,nopython,12_find_literally,1e-05
poly16,1,nopython,13_literal_unroll,7e-06
poly16,1,nopython,14_reconstruct_ssa,0.000528
poly16,1,nopython,15_dead_branch_prune,3.1e-05
poly16,1,nopython,16_LiteralPropagation,7e-06
poly16,1,nopython,17_nopython_type_inference,0.001953
poly16,1,nopython,18_strip_phis,0.000304
poly16,1,nopython,19_inline_overloads,8.6e-05
poly16,1,nopython,20_nopython_rewrites,0.000739
poly16,1,nopython,21_nopython_supported_feature_validation,2.6e-05
poly16,1,nopython,22_ir_legalization,0.000299
poly16,1,nopython,23_annotate_types,2.3e-05
poly16,1,nopython,24_native_lowering,0.030856
poly16,1,nopython,25_nopython_backend,1.4e-05
poly16,1,nopython,26_dump_parfor_diagnostics,1e-06
poly16,2,nopython,0_translate_bytecode,0.000903
poly16,2,nopython,1_fixup_args,1e-06
poly16,2,nopython,2_ir_processing,0.000243
poly16,2,nopython,3_with_lifting,3.6e-05
poly16,2,nopython,4_inline_closure_likes,0.000621
poly16,2,nopython,5_rewrite_semantic_constants,1.5e-05
poly16,2,nopython,6_dead_branch_prune,3.6e-05
poly16,2,nopython,7_generic_rewrites,0.00032
poly16,2,nopython,8_Rewrite dynamic raises,4e-06
poly16,2,nopython,9_make_function_op_code_to_jit_function,6e-06
poly16,2,nopython,10_inline_inlinables,1.8e-05
poly16,2,nopython,11_dead_branch_prune,2.9e-05
poly16,2,nopython,12_find_literally,9e-06
poly16,2,nopython,13_literal_unroll,6e-06
poly16,2,nopython,14_reconstruct_ssa,0.000522
poly16,2,nopython,15_dead_branch_prune,3.2e-05
poly16,2,nopython,16_LiteralPropagation,7e-06
poly16,2,nopython,17_nopython_type_inference,0.001944
poly16,2,nopython,18_strip_phis,0.000302
poly16,2,nopython,19_inline_overloads,8.4e-05
poly16,2,nopython,20_nopython_rewrites,0.000735
poly16,2,nopython,21_nopython_supported_feature_validation,2.5e-05
poly16,2,nopython,22_ir_legalization,0.000292
poly16,2,nopython,23_annotate_types,2.3e-05
poly16,2,nopython,24_native_lowering,0.030468
poly16,2,nopython,25_nopython_backend,1.4e-05
poly16,2,nopython,26_dump_parfor_diagnostics,1e-06
poly16,3,nopython,0_translate_bytecode,0.000912
poly16,3,nopython,1_fixup_args,1e-06
poly16,3,nopython,2_ir_processing,0.000248
poly16,3,nopython,3_with_lifting,3.7e-05
poly16,3,nopython,4_inline_closure_likes,0.000638
poly16,3,nopython,5_rewrite_semantic_constants,1.5e-05
poly16,3,nopython,6_dead_branch_prune,3.4e-05
poly16,3,nopython,7_generic_rewrites,0.000325
poly16,3,nopython,8_Rewrite dynamic raises,5e-06
poly16,3,nopython,9_make_function_op_code_to_jit_function,6e-06
poly16,3,nopython,10_inline_inlinables,1.9e-05
poly16,3,nopython,11_dead_branch_prune,3.1e-05
poly16,3,nopython,12_find_literally,1e-05
poly16,3,nopython,13_literal_unroll,6e-06
poly16,3,nopython,14_reconstruct_ssa,0.00053
poly16,3,nopython,15_dead_branch_prune,3.2e-05
poly16,3,nopython,16_LiteralPropagation,7e-06
poly16,3,nopython,17_nopython_type_inference,0.001945
poly16,3,nopython,18_strip_phis,0.000297
poly16,3,nopython,19_inline_overloads,8.5e-05
poly16,3,nopython,20_nopython_rewrites,0.000738
poly16,3,nopython,21_nopython_supported_feature_validation,2.5e-05
poly16,3,nopython,22_ir_legalization,0.000308
poly16,3,nopython,23_annotate_types,2.2e-05
poly16,3,nopython,24_native_lowering,0.030561
poly16,3,nopython,25_nopython_backend,1.4e-05
poly16,3,nopython,26_dump_parfor_diagnostics,1e-06
poly16,4,nopython,0_translate_bytecode,0.000915
poly16,4,nopython,1_fixup_args,6e-06
poly16,4,nopython,2_ir_processing,0.000249
poly16,4,nopython,3_with_lifting,3.7e-05
poly16,4,nopython,4_inline_closure_likes,0.000624
poly16,4,nopython,5_rewrite_semantic_constants,1.5e-05
poly16,4,nopython,6_dead_branch_prune,3.3e-05
poly16,4,nopython,7_generic_rewrites,0.000332
poly16,4,nopython,8_Rewrite dynamic raises,5e-06
poly16,4,nopython,9_make_function_op_code_to_jit_function,6e-06
poly16,4,nopython,10_inline_inlinables,1.8e-05
poly16,4,nopython,11_dead_branch_prune,2.9e-05
poly16,4,nopython,12_find_literally,9e-06
poly16,4,nopython,13_literal_unroll,6e-06
poly16,4,nopython,14_reconstruct_ssa,0.000529
poly16,4,nopython,15_dead_branch_prune,3.2e-05
poly16,4,nopython,16_LiteralPropagation,7e-06
poly16,4,nopython,17_nopython_type_inference,0.001924
poly16,4,nopython,18_strip_phis,0.000299
poly16,4,nopython,19_inline_overloads,8.5e-05
poly16,4,nopython,20_nopython_rewrites,0.00076
poly16,4,nopython,21_nopython_supported_feature_validation,2.6e-05
poly16,4,nopython,22_ir_legalization,0.000297
poly16,4,nopython,23_annotate_types,2.2e-05
poly16,4,nopython,24_native_lowering,0.030166
poly16,4,nopython,25_nopython_backend,1.3e-05
poly16,4,nopython,26_dump_parfor_diagnostics,1e-06
matmul3,0,nopython,0_translate_bytecode,0.001193
matmul3,0,nopython,1_fixup_args,1e-06
matmul3,0,nopython,2_ir_processing,0.000386
matmul3,0,nopython,3_with_lifting,4.6e-05
matmul3,0,nopython,4_inline_closure_likes,0.000989
matmul3,0,nopython,5_rewrite_semantic_constants,1.8e-05
matmul3,0,nopython,6_dead_branch_prune,4.1e-05
matmul3,0,nopython,7_generic_rewrites,0.00058
matmul3,0,nopython,8_Rewrite dynamic raises,5e-06
matmul3,0,nopython,9_make_function_op_code_to_jit_function,7e-06
matmul3,0,nopython,10_inline_inlinables,2.2e-05
matmul3,0,nopython,11_dead_branch_prune,3.8e-05
matmul3,0,nopython,12_find_literally,1.1e-05
matmul3,0,nopython,13_literal_unroll,8e-06
matmul3,0,nopython,14_reconstruct_ssa,0.000738
matmul3,0,nopython,15_dead_branch_prune,3.9e-05
matmul3,0,nopython,16_LiteralPropagation,9e-06
matmul3,0,nopython,17_nopython_type_inference,0.002383
matmul3,0,nopython,18_strip_phis,0.000445
matmul3,0,nopython,19_inline_overloads,0.000114
matmul3,0,nopython,20_nopython_rewrites,0.001181
matmul3,0,nopython,21_nopython_supported_feature_validation,3.1e-05
matmul3,0,nopython,22_ir_legalization,0.000472
matmul3,0,nopython,23_annotate_types,2.3e-05
matmul3,0,nopython,24_native_lowering,0.040237
matmul3,0,nopython,25_nopython_backend,1.3e-05
matmul3,0,nopython,26_dump_parfor_diagnostics,1e-06
matmul3,1,nopython,0_translate_bytecode,0.001188
matmul3,1,nopython,1_fixup_args,1e-06
matmul3,1,nopython,2_ir_processing,0.000383
matmul3,1,nopython,3_with_lifting,4.4e-05
matmul3,1,nopython,4_inline_closure_likes,0.000976
matmul3,1,nopython,5_rewrite_semantic_constants,1.7e-05
matmul3,1,nopython,6_dead_branch_prune,3.9e-05
matmul3,1,nopython,7_generic_rewrites,0.00058
matmul3,1,nopython,8_Rewrite dynamic raises,5e-06
matmul3,1,nopython,9_make_function_op_code_to_jit_function,7e-06
matmul3,1,nopython,10_inline_inlinables,2.1e-05
matmul3,1,nopython,11_dead_branch_prune,3.7e-05
matmul3,1,nopython,12_find_literally,1.1e-05
matmul3,1,nopython,13_literal_unroll,8e-06
matmul3,1,nopython,14_reconstruct_ssa,0.00075
matmul3,1,nopython,15_dead_branch_prune,3.8e-05
matmul3,1,nopython,16_LiteralPropagation,8e-06
matmul3,1,nopython,17_nopython_type_inference,0.002314
matmul3,1,nopython,18_strip_phis,0.000447
matmul3,1,nopython,19_inline_overloads,0.000111
matmul3,1,nopython,20_nopython_rewrites,0.001181
matmul3,1,nopython,21_nopython_supported_feature_validation,3.1e-05
matmul3,1,nopython,22_ir_legalization,0.000469
matmul3,1,nopython,23_annotate_types,2.3e-05
matmul3,1,nopython,24_native_lowering,0.039817
matmul3,1,nopython,25_nopython_backend,1.3e-05
matmul3,1,nopython,26_dump_parfor_diagnostics,1e-06
matmul3,2,nopython,0_translate_bytecode,0.001198
matmul3,2,nopython,1_fixup_args,1e-06
matmul3,2,nopython,2_ir_processing,0.000388
matmul3,2,nopython,3_with_lifting,4.5e-05
matmul3,2,nopython,4_inline_closure_likes,0.000981
matmul3,2,nopython,5_rewrite_semantic_constants,1.8e-05
matmul3,2,nopython,6_dead_branch_prune,3.9e-05
matmul3,2,nopython,7_generic_rewrites,0.000583
matmul3,2,nopython,8_Rewrite dynamic raises,6e-06
matmul3,2,nopython,9_make_function_op_code_to_jit_function,8e-06
matmul3,2,nopython,10_inline_inlinables,2.1e-05
matmul3,2,nopython,11_dead_branch_prune,3.8e-05
matmul3,2,nopython,12_find_literally,1.1e-05
matmul3,2,nopython,13_literal_unroll,8e-06
matmul3,2,nopython,14_reconstruct_ssa,0.000751
matmul3,2,nopython,15_dead_branch_prune,3.9e-05
matmul3,2,nopython,16_LiteralPropagation,9e-06
matmul3,2,nopython,17_nopython_type_inference,0.002328
matmul3,2,nopython,18_strip_phis,0.000454
matmul3,2,nopython,19_inline_overloads,0.000116
matmul3,2,nopython,20_nopython_rewrites,0.001185
matmul3,2,nopython,21_nopython_supported_feature_validation,3.1e-05
matmul3,2,nopython,22_ir_legalization,0.000479
matmul3,2,nopython,23_annotate_types,2.3e-05
matmul3,2,nopython,24_native_lowering,0.039768
matmul3,2,nopython,25_nopython_backend,1.4e-05
matmul3,2,nopython,26_dump_parfor_diagnostics,1e-06
matmul3,3,nopython,0_translate_bytecode,0.001211
matmul3,3,nopython,1_fixup_args,1e-06
matmul3,3,nopython,2_ir_processing,0.000389
matmul3,3,nopython,3_with_lifting,4.6e-05
matmul3,3,nopython,4_inline_closure_likes,0.001007
matmul3,3,nopython,5_rewrite_semantic_constants,1.9e-05
matmul3,3,nopython,6_dead_branch_prune,4.4e-05
matmul3,3,nopython,7_generic_rewrites,0.000585
matmul3,3,nopython,8_Rewrite dynamic raises,6e-06
matmul3,3,nopython,9_make_function_op_code_to_jit_function,8e-06
matmul3,3,nopython,10_inline_inlinables,2.3e-05
matmul3,3,nopython,11_dead_branch_prune,3.8e-05
matmul3,3,nopython,12_find_literally,1.2e-05
matmul3,3,nopython,13_literal_unroll,8e-06
matmul3,3,nopython,14_reconstruct_ssa,0.000755
matmul3,3,nopython,15_dead_branch_prune,3.9e-05
matmul3,3,nopython,16_LiteralPropagation,9e-06
matmul3,3,nopython,17_nopython_type_inference,0.002426
matmul3,3,nopython,18_strip_phis,0.000462
matmul3,3,nopython,19_inline_overloads,0.000123
matmul3,3,nopython,20_nopython_rewrites,0.001194
matmul3,3,nopython,21_nopython_supported_feature_validation,3.2e-05
matmul3,3,nopython,22_ir_legalization,0.000469
matmul3,3,nopython,23_annotate_types,2.4e-05
matmul3,3,nopython,24_native_lowering,0.040736
matmul3,3,nopython,25_nopython_backend,1.4e-05
matmul3,3,nopython,26_dump_parfor_diagnostics,1e-06
matmul3,4,nopython,0_translate_bytecode,0.001199
matmul3,4,nopython,1_fixup_args,1e-06
matmul3,4,nopython,2_ir_processing,0.000392
matmul3,4,nopython,3_with_lifting,4.6e-05
matmul3,4,nopython,4_inline_closure_likes,0.000987
matmul3,4,nopython,5_rewrite_semantic_constants,1.7e-05
matmul3,4,nopython,6_dead_branch_prune,4e-05
matmul3,4,nopython,7_generic_rewrites,0.000591
matmul3,4,nopython,8_Rewrite dynamic raises,6e-06
matmul3,4,nopython,9_make_function_op_code_to_jit_function,7e-06
matmul3,4,nopython,10_inline_inlinables,2.1e-05
matmul3,4,nopython,11_dead_branch_prune,3.8e-05
matmul3,4,nopython,12_find_literally,1.1e-05
matmul3,4,nopython,13_literal_unroll,8e-06
matmul3,4,nopython,14_reconstruct_ssa,0.000759
matmul3,4,nopython,15_dead_branch_prune,3.9e-05
matmul3,4,nopython,16_LiteralPropagation,9e-06
matmul3,4,nopython,17_nopython_type_inference,0.002351
matmul3,4,nopython,18_strip_phis,0.000459
matmul3,4,nopython,19_inline_overloads,0.000115
matmul3,4,nopython,20_nopython_rewrites,0.001208
matmul3,4,nopython,21_nopython_supported_feature_validation,3.2e-05
matmul3,4,nopython,22_ir_legalization,0.000488
matmul3,4,nopython,23_annotate_types,2.3e-05
matmul3,4,nopython,24_native_lowering,0.039858
matmul3,4,nopython,25_nopython_backend,1.4e-05
matmul3,4,nopython,26_dump_parfor_diagnostics,1e-06
branchy,0,nopython,0_translate_bytecode,0.001044
branchy,0,nopython,1_fixup_args,1e-06
branchy,0,nopython,2_ir_processing,0.000297
branchy,0,nopython,3_with_lifting,4.2e-05
branchy,0,nopython,4_inline_closure_likes,0.000761
branchy,0,nopython,5_rewrite_semantic_constants,1.7e-05
branchy,0,nopython,6_dead_branch_prune,5.1e-05
branchy,0,nopython,7_generic_rewrites,0.000406
branchy,0,nopython,8_Rewrite dynamic raises,5e-06
branchy,0,nopython,9_make_function_op_code_to_jit_function,7e-06
branchy,0,nopython,10_inline_inlinables,2.7e-05
branchy,0,nopython,11_dead_branch_prune,4.3e-05
branchy,0,nopython,12_find_literally,1.6e-05
branchy,0,nopython,13_literal_unroll,7e-06
branchy,0,nopython,14_reconstruct_ssa,0.000654
branchy,0,nopython,15_dead_branch_prune,5.1e-05
branchy,0,nopython,16_LiteralPropagation,8e-06
branchy,0,nopython,17_nopython_type_inference,0.003011
branchy,0,nopython,18_strip_phis,0.000357
branchy,0,nopython,19_inline_overloads,0.000122
branchy,0,nopython,20_nopython_rewrites,0.00094
branchy,0,nopython,21_nopython_supported_feature_validation,3.4e-05
branchy,0,nopython,22_ir_legalization,0.000374
branchy,0,nopython,23_annotate_types,2.3e-05
branchy,0,nopython,24_native_lowering,0.028162
branchy,0,nopython,25_nopython_backend,1.3e-05
branchy,0,nopython,26_dump_parfor_diagnostics,1e-06
branchy,1,nopython,0_translate_bytecode,0.001051
branchy,1,nopython,1_fixup_args,1e-06
branchy,1,nopython,2_ir_processing,0.000295
branchy,1,nopython,3_with_lifting,4e-05
branchy,1,nopython,4_inline_closure_likes,0.000765
branchy,1,nopython,5_rewrite_semantic_constants,1.8e-05
branchy,1,nopython,6_dead_branch_prune,5.1e-05
branchy,1,nopython,7_generic_rewrites,0.000409
branchy,1,nopython,8_Rewrite dynamic raises,5e-06
branchy,1,nopython,9_make_function_op_code_to_jit_function,6e-06
branchy,1,nopython,10_inline_inlinables,2.7e-05
branchy,1,nopython,11_dead_branch_prune,4.3e-05
branchy,1,nopython,12_find_literally,1.6e-05
branchy,1,nopython,13_literal_unroll,7e-06
branchy,1,nopython,14_reconstruct_ssa,0.000654
branchy,1,nopython,15_dead_branch_prune,5.1e-05
branchy,1,nopython,16_LiteralPropagation,8e-06
branchy,1,nopython,17_nopython_type_inference,0.002983
branchy,1,nopython,18_strip_phis,0.000363
branchy,1,nopython,19_inline_overloads,0.000128
branchy,1,nopython,20_nopython_rewrites,0.000935
branchy,1,nopython,21_nopython_supported_feature_validation,3.4e-05
branchy,1,nopython,22_ir_legalization,0.000372
branchy,1,nopython,23_annotate_types,2.4e-05
branchy,1,nopython,24_native_lowering,0.027914
branchy,1,nopython,25_nopython_backend,1.5e-05
branchy,1,nopython,26_dump_parfor_diagnostics,1e-06
branchy,2,nopython,0_translate_bytecode,0.001055
branchy,2,nopython,1_fixup_args,1e-06
branchy,2,nopython,2_ir_processing,0.000294
branchy,2,nopython,3_with_lifting,4.3e-05
branchy,2,nopython,4_inline_closure_likes,0.000782
branchy,2,nopython,5_rewrite_semantic_constants,1.8e-05
branchy,2,nopython,6_dead_branch_prune,5.1e-05
branchy,2,nopython,7_generic_rewrites,0.000413
branchy,2,nopython,8_Rewrite dynamic raises,5e-06
branchy,2,nopython,9_make_function_op_code_to_jit_function,7e-06
branchy,2,nopython,10_inline_inlinables,3e-05
branchy,2,nopython,11_dead_branch_prune,4.3e-05
branchy,2,nopython,12_find_literally,1.5e-05
branchy,2,nopython,13_literal_unroll,7e-06
branchy,2,nopython,14_reconstruct_ssa,0.000654
branchy,2,nopython,15_dead_branch_prune,4.9e-05
branchy,2,nopython,16_LiteralPropagation,8e-06
branchy,2,nopython,17_nopython_type_inference,0.003058
branchy,2,nopython,18_strip_phis,0.000352
branchy,2,nopython,19_inline_overloads,0.000128
branchy,2,nopython,20_nopython_rewrites,0.000913
branchy,2,nopython,21_nopython_supported_feature_validation,3.6e-05
branchy,2,nopython,22_ir_legalization,0.00036
branchy,2,nopython,23_annotate_types,2.3e-05
branchy,2,nopython,24_native_lowering,0.027871
branchy,2,nopython,25_nopython_backend,1.3e-05
branchy,2,nopython,26_dump_parfor_diagnostics,1e-06
branchy,3,nopython,0_translate_bytecode,0.001049
branchy,3,nopython,1_fixup_args,1e-06
branchy,3,nopython,2_ir_processing,0.000292
branchy,3,nopython,3_with_lifting,4.2e-05
branchy,3,nopython,4_inline_closure_likes,0.000764
branchy,3,nopython,5_rewrite_semantic_constants,1.8e-05
branchy,3,nopython,6_dead_branch_prune,4.8e-05
branchy,3,nopython,7_generic_rewrites,0.000399
branchy,3,nopython,8_Rewrite dynamic raises,5e-06
branchy,3,nopython,9_make_function_op_code_to_jit_function,7e-06
branchy,3,nopython,10_inline_inlinables,2.8e-05
branchy,3,nopython,11_dead_branch_prune,4.1e-05
branchy,3,nopython,12_find_literally,1.5e-05
branchy,3,nopython,13_literal_unroll,7e-06
branchy,3,nopython,14_reconstruct_ssa,0.000659
branchy,3,nopython,15_dead_branch_prune,4.8e-05
branchy,3,nopython,16_LiteralPropagation,8e-06
branchy,3,nopython,17_nopython_type_inference,0.002989
branchy,3,nopython,18_strip_phis,0.00036
branchy,3,nopython,19_inline_overloads,0.000119
branchy,3,nopython,20_nopython_rewrites,0.000915
branchy,3,nopython,21_nopython_supported_feature_validation,3.3e-05
branchy,3,nopython,22_ir_legalization,0.000376
branchy,3,nopython,23_annotate_types,2.6e-05
branchy,3,nopython,24_native_lowering,0.027624
branchy,3,nopython,25_nopython_backend,1.4e-05
branchy,3,nopython,26_dump_parfor_diagnostics,1e-06
branchy,4,nopython,0_translate_bytecode,0.001043
branchy,4,nopython,1_fixup_args,1e-06
branchy,4,nopython,2_ir_processing,0.000295
branchy,4,nopython,3_with_lifting,4.3e-05
branchy,4,nopython,4_inline_closure_likes,0.000779
branchy,4,nopython,5_rewrite_semantic_constants,1.8e-05
branchy,4,nopython,6_dead_branch_prune,4.9e-05
branchy,4,nopython,7_generic_rewrites,0.000416
branchy,4,nopython,8_Rewrite dynamic raises,5e-06
branchy,4,nopython,9_make_function_op_code_to_jit_function,7e-06
branchy,4,nopython,10_inline_inlinables,2.8e-05
branchy,4,nopython,11_dead_branch_prune,4.6e-05
branchy,4,nopython,12_find_literally,1.6e-05
branchy,4,nopython,13_literal_unroll,7e-06
branchy,4,nopython,14_reconstruct_ssa,0.000662
branchy,4,nopython,15_dead_branch_prune,4.9e-05
branchy,4,nopython,16_LiteralPropagation,8e-06
branchy,4,nopython,17_nopython_type_inference,0.00302
branchy,4,nopython,18_strip_phis,0.000356
branchy,4,nopython,19_inline_overloads,0.000122
branchy,4,nopython,20_nopython_rewrites,0.000933
branchy,4,nopython,21_nopython_supported_feature_validation,3.4e-05
branchy,4,nopython,22_ir_legalization,0.000367
branchy,4,nopython,23_annotate_types,2.3e-05
branchy,4,nopython,24_native_lowering,0.027801
branchy,4,nopython,25_nopython_backend,1.4e-05
branchy,4,nopython,26_dump_parfor_diagnostics,1e-06
prange_saxpy,0,nopython,0_translate_bytecode,0.000643
prange_saxpy,0,nopython,1_fixup_args,1e-06
prange_saxpy,0,nopython,2_ir_processing,0.00016
prange_saxpy,0,nopython,3_with_lifting,2.7e-05
prange_saxpy,0,nopython,4_inline_closure_likes,0.000436
prange_saxpy,0,nopython,5_rewrite_semantic_constants,1.2e-05
prange_saxpy,0,nopython,6_dead_branch_prune,2.9e-05
prange_saxpy,0,nopython,7_generic_rewrites,0.000228
prange_saxpy,0,nopython,8_Rewrite dynamic raises,4e-06
prange_saxpy,0,nopython,9_make_function_op_code_to_jit_function,5e-06
prange_saxpy,0,nopython,10_inline_inlinables,1.5e-05
prange_saxpy,0,nopython,11_dead_branch_prune,2.6e-05
prange_saxpy,0,nopython,12_find_literally,7e-06
prange_saxpy,0,nopython,13_literal_unroll,5e-06
prange_saxpy,0,nopython,14_reconstruct_ssa,0.000241
prange_saxpy,0,nopython,15_dead_branch_prune,2.3e-05
prange_saxpy,0,nopython,16_LiteralPropagation,5e-06
prange_saxpy,0,nopython,17_nopython_type_inference,0.001723
prange_saxpy,0,nopython,18_strip_phis,0.00023
prange_saxpy,0,nopython,19_inline_overloads,8.3e-05
prange_saxpy,0,nopython,20_pre_parfor_pass,8.8e-05
prange_saxpy,0,nopython,21_nopython_rewrites,0.000456
prange_saxpy,0,nopython,22_parfor_pass,0.000975
prange_saxpy,0,nopython,23_parfor_fusion_pass,0.001428
prange_saxpy,0,nopython,24_parfor_prelowering_pass,0.000672
prange_saxpy,0,nopython,25_nopython_supported_feature_validation,1.1e-05
prange_saxpy,0,nopython,26_ir_legalization,0.000193
prange_saxpy,0,nopython,27_annotate_types,1.7e-05
prange_saxpy,0,nopython,28_native_parfor_lowering,0.1058
prange_saxpy,0,nopython,29_nopython_backend,1.5e-05
prange_saxpy,0,nopython,30_dump_parfor_diagnostics,1e-06
prange_saxpy,1,nopython,0_translate_bytecode,0.000633
prange_saxpy,1,nopython,1_fixup_args,1e-06
prange_saxpy,1,nopython,2_ir_processing,0.000159
prange_saxpy,1,nopython,3_with_lifting,2.8e-05
prange_saxpy,1,nopython,4_inline_closure_likes,0.000436
prange_saxpy,1,nopython,5_rewrite_semantic_constants,1.3e-05
prange_saxpy,1,nopython,6_dead_branch_prune,2.9e-05
prange_saxpy,1,nopython,7_generic_rewrites,0.000218
prange_saxpy,1,nopython,8_Rewrite dynamic raises,4e-06
prange_saxpy,1,nopython,9_make_function_op_code_to_jit_function,6e-06
prange_saxpy,1,nopython,10_inline_inlinables,1.4e-05
prange_saxpy,1,nopython,11_dead_branch_prune,2.5e-05
prange_saxpy,1,nopython,12_find_literally,7e-06
prange_saxpy,1,nopython,13_literal_unroll,5e-06
prange_saxpy,1,nopython,14_reconstruct_ssa,0.000251
prange_saxpy,1,nopython,15_dead_branch_prune,2.2e-05
prange_saxpy,1,nopython,16_LiteralPropagation,5e-06
prange_saxpy,1,nopython,17_nopython_type_inference,0.001685
prange_saxpy,1,nopython,18_strip_phis,0.000233
prange_saxpy,1,nopython,19_inline_overloads,8.3e-05
prange_saxpy,1,nopython,20_pre_parfor_pass,8.6e-05
prange_saxpy,1,nopython,21_nopython_rewrites,0.000457
prange_saxpy,1,nopython,22_parfor_pass,0.000956
prange_saxpy,1,nopython,23_parfor_fusion_pass,0.001409
prange_saxpy,1,nopython,24_parfor_prelowering_pass,0.000674
prange_saxpy,1,nopython,25_nopython_supported_feature_validation,1.1e-05
prange_saxpy,1,nopython,26_ir_legalization,0.000194
prange_saxpy,1,nopython,27_annotate_types,1.6e-05
prange_saxpy,1,nopython,28_native_parfor_lowering,0.106156
prange_saxpy,1,nopython,29_nopython_backend,1.6e-05
prange_saxpy,1,nopython,30_dump_parfor_diagnostics,2e-06
prange_saxpy,2,nopython,0_translate_bytecode,0.000629
prange_saxpy,2,nopython,1_fixup_args,1e-06
prange_saxpy,2,nopython,2_ir_processing,0.000166
prange_saxpy,2,nopython,3_with_lifting,2.9e-05
prange_saxpy,2,nopython,4_inline_closure_likes,0.000419
prange_saxpy,2,nopython,5_rewrite_semantic_constants,1.3e-05
prange_saxpy,2,nopython,6_dead_branch_prune,2.8e-05
prange_saxpy,2,nopython,7_generic_rewrites,0.000228
